id,newsgroup
4475,sci.electronics
4476,sci.crypt
4477,comp.sys.ibm.pc.hardware
4478,alt.atheism
4479,alt.atheism
4480,sci.crypt
4481,talk.religion.misc
4482,comp.graphics
4483,comp.os.ms-windows.misc
4484,rec.motorcycles
4485,talk.politics.guns
4486,alt.atheism
4487,comp.sys.mac.hardware
4488,comp.sys.mac.hardware
4489,rec.autos
4490,soc.religion.christian
4491,comp.os.ms-windows.misc
4492,rec.motorcycles
4493,comp.windows.x
4494,misc.forsale
4495,comp.sys.mac.hardware
4496,comp.sys.mac.hardware
4497,comp.windows.x
4498,sci.space
4499,talk.politics.guns
4500,comp.windows.x
4501,comp.os.ms-windows.misc
4502,comp.graphics
4503,soc.religion.christian
4504,comp.sys.ibm.pc.hardware
4505,rec.motorcycles
4506,misc.forsale
4507,misc.forsale
4508,rec.autos
4509,talk.politics.misc
4510,comp.os.ms-windows.misc
4511,sci.crypt
4512,comp.sys.ibm.pc.hardware
4513,talk.religion.misc
4514,soc.religion.christian
4515,rec.autos
4516,comp.windows.x
4517,comp.graphics
4518,comp.sys.mac.hardware
4519,rec.sport.baseball
4520,alt.atheism
4521,rec.motorcycles
4522,comp.sys.mac.hardware
4523,talk.politics.mideast
4524,talk.politics.guns
4525,rec.autos
4526,rec.motorcycles
4527,rec.motorcycles
4528,sci.med
4529,rec.sport.baseball
4530,comp.sys.mac.hardware
4531,talk.religion.misc
4532,comp.sys.mac.hardware
4533,rec.autos
4534,soc.religion.christian
4535,rec.autos
4536,misc.forsale
4537,comp.os.ms-windows.misc
4538,comp.windows.x
4539,alt.atheism
4540,comp.sys.mac.hardware
4541,alt.atheism
4542,sci.electronics
4543,talk.politics.guns
4544,soc.religion.christian
4545,alt.atheism
4546,comp.graphics
4547,rec.sport.baseball
4548,comp.graphics
4549,sci.med
4550,sci.electronics
4551,alt.atheism
4552,misc.forsale
4553,soc.religion.christian
4554,alt.atheism
4555,comp.sys.mac.hardware
4556,sci.med
4557,sci.space
4558,comp.sys.ibm.pc.hardware
4559,talk.religion.misc
4560,rec.autos
4561,comp.sys.ibm.pc.hardware
4562,sci.space
4563,rec.sport.hockey
4564,talk.politics.misc
4565,comp.windows.x
4566,talk.politics.guns
4567,soc.religion.christian
4568,comp.sys.ibm.pc.hardware
4569,rec.autos
4570,rec.motorcycles
4571,rec.motorcycles
4572,rec.sport.hockey
4573,comp.windows.x
4574,sci.med
4575,sci.electronics
4576,comp.sys.mac.hardware
4577,talk.politics.mideast
4578,talk.religion.misc
4579,sci.space
4580,comp.sys.mac.hardware
4581,comp.os.ms-windows.misc
4582,sci.med
4583,comp.sys.ibm.pc.hardware
4584,rec.sport.hockey
4585,sci.space
4586,comp.windows.x
4587,rec.sport.hockey
4588,alt.atheism
4589,rec.autos
4590,rec.autos
4591,misc.forsale
4592,comp.sys.ibm.pc.hardware
4593,talk.politics.mideast
4594,soc.religion.christian
4595,comp.sys.ibm.pc.hardware
4596,sci.crypt
4597,sci.med
4598,rec.motorcycles
4599,rec.sport.baseball
4600,talk.politics.guns
4601,comp.sys.mac.hardware
4602,comp.sys.ibm.pc.hardware
4603,soc.religion.christian
4604,sci.med
4605,comp.windows.x
4606,comp.windows.x
4607,comp.sys.ibm.pc.hardware
4608,alt.atheism
4609,sci.space
4610,comp.sys.mac.hardware
4611,rec.sport.hockey
4612,alt.atheism
4613,sci.crypt
4614,rec.motorcycles
4615,soc.religion.christian
4616,rec.motorcycles
4617,talk.politics.mideast
4618,comp.sys.mac.hardware
4619,comp.windows.x
4620,comp.sys.mac.hardware
4621,alt.atheism
4622,talk.politics.mideast
4623,misc.forsale
4624,misc.forsale
4625,sci.electronics
4626,rec.sport.hockey
4627,sci.space
4628,misc.forsale
4629,sci.crypt
4630,comp.os.ms-windows.misc
4631,alt.atheism
4632,rec.sport.hockey
4633,rec.sport.hockey
4634,alt.atheism
4635,sci.space
4636,comp.sys.ibm.pc.hardware
4637,sci.med
4638,talk.politics.mideast
4639,talk.politics.mideast
4640,rec.sport.baseball
4641,rec.sport.baseball
4642,rec.sport.hockey
4643,soc.religion.christian
4644,rec.sport.hockey
4645,talk.politics.misc
4646,talk.politics.misc
4647,comp.sys.mac.hardware
4648,comp.os.ms-windows.misc
4649,comp.sys.ibm.pc.hardware
4650,comp.sys.mac.hardware
4651,talk.politics.guns
4652,sci.crypt
4653,rec.autos
4654,talk.politics.guns
4655,sci.crypt
4656,comp.windows.x
4657,soc.religion.christian
4658,misc.forsale
4659,soc.religion.christian
4660,talk.politics.guns
4661,sci.med
4662,soc.religion.christian
4663,comp.os.ms-windows.misc
4664,sci.space
4665,rec.motorcycles
4666,comp.sys.ibm.pc.hardware
4667,soc.religion.christian
4668,sci.space
4669,comp.graphics
4670,comp.os.ms-windows.misc
4671,misc.forsale
4672,misc.forsale
4673,talk.politics.guns
4674,sci.med
4675,rec.motorcycles
4676,talk.politics.guns
4677,comp.os.ms-windows.misc
4678,talk.religion.misc
4679,comp.graphics
4680,talk.politics.misc
4681,rec.sport.baseball
4682,sci.electronics
4683,sci.electronics
4684,comp.windows.x
4685,rec.sport.baseball
4686,misc.forsale
4687,alt.atheism
4688,rec.autos
4689,comp.sys.ibm.pc.hardware
4690,sci.electronics
4691,rec.autos
4692,comp.os.ms-windows.misc
4693,misc.forsale
4694,rec.sport.baseball
4695,talk.politics.guns
4696,sci.med
4697,talk.politics.guns
4698,sci.med
4699,comp.os.ms-windows.misc
4700,sci.med
4701,sci.space
4702,sci.med
4703,rec.sport.baseball
4704,sci.med
4705,talk.politics.mideast
4706,sci.electronics
4707,misc.forsale
4708,rec.sport.baseball
4709,talk.politics.guns
4710,rec.motorcycles
4711,alt.atheism
4712,talk.politics.mideast
4713,sci.crypt
4714,sci.med
4715,soc.religion.christian
4716,sci.space
4717,sci.space
4718,sci.med
4719,alt.atheism
4720,comp.graphics
4721,talk.politics.guns
4722,sci.electronics
4723,sci.space
4724,sci.electronics
4725,alt.atheism
4726,rec.motorcycles
4727,talk.politics.mideast
4728,soc.religion.christian
4729,comp.graphics
4730,sci.space
4731,soc.religion.christian
4732,comp.graphics
4733,rec.sport.baseball
4734,alt.atheism
4735,comp.windows.x
4736,talk.politics.mideast
4737,comp.windows.x
4738,rec.sport.hockey
4739,comp.graphics
4740,rec.autos
4741,sci.space
4742,sci.electronics
4743,comp.windows.x
4744,rec.sport.hockey
4745,alt.atheism
4746,alt.atheism
4747,comp.os.ms-windows.misc
4748,soc.religion.christian
4749,sci.med
4750,sci.crypt
4751,talk.politics.mideast
4752,comp.graphics
4753,sci.crypt
4754,rec.sport.hockey
4755,talk.politics.guns
4756,sci.crypt
4757,rec.sport.baseball
4758,comp.graphics
4759,rec.sport.hockey
4760,talk.religion.misc
4761,comp.os.ms-windows.misc
4762,comp.graphics
4763,talk.politics.misc
4764,rec.motorcycles
4765,soc.religion.christian
4766,talk.politics.guns
4767,soc.religion.christian
4768,sci.crypt
4769,comp.sys.mac.hardware
4770,rec.sport.hockey
4771,rec.sport.baseball
4772,comp.graphics
4773,sci.space
4774,comp.os.ms-windows.misc
4775,talk.politics.mideast
4776,sci.electronics
4777,comp.os.ms-windows.misc
4778,rec.autos
4779,comp.os.ms-windows.misc
4780,soc.religion.christian
4781,sci.electronics
4782,sci.crypt
4783,rec.sport.hockey
4784,rec.motorcycles
4785,soc.religion.christian
4786,alt.atheism
4787,comp.sys.mac.hardware
4788,misc.forsale
4789,comp.sys.ibm.pc.hardware
4790,misc.forsale
4791,sci.electronics
4792,talk.politics.mideast
4793,alt.atheism
4794,comp.sys.ibm.pc.hardware
4795,rec.sport.baseball
4796,rec.autos
4797,comp.sys.ibm.pc.hardware
4798,sci.crypt
4799,talk.religion.misc
4800,talk.politics.guns
4801,comp.os.ms-windows.misc
4802,alt.atheism
4803,talk.religion.misc
4804,comp.graphics
4805,comp.sys.ibm.pc.hardware
4806,comp.sys.mac.hardware
4807,rec.sport.hockey
4808,alt.atheism
4809,sci.med
4810,alt.atheism
4811,sci.med
4812,talk.politics.guns
4813,talk.politics.mideast
4814,rec.sport.hockey
4815,soc.religion.christian
4816,talk.politics.mideast
4817,comp.sys.ibm.pc.hardware
4818,talk.politics.mideast
4819,comp.sys.mac.hardware
4820,rec.motorcycles
4821,talk.religion.misc
4822,rec.motorcycles
4823,sci.crypt
4824,talk.politics.misc
4825,sci.space
4826,rec.sport.baseball
4827,comp.graphics
4828,comp.windows.x
4829,sci.crypt
4830,comp.sys.mac.hardware
4831,sci.space
4832,comp.graphics
4833,comp.windows.x
4834,sci.space
4835,comp.os.ms-windows.misc
4836,misc.forsale
4837,comp.sys.mac.hardware
4838,rec.motorcycles
4839,comp.graphics
4840,talk.politics.guns
4841,rec.sport.hockey
4842,rec.motorcycles
4843,rec.autos
4844,sci.med
4845,rec.sport.baseball
4846,alt.atheism
4847,rec.sport.hockey
4848,sci.electronics
4849,rec.sport.baseball
4850,comp.sys.ibm.pc.hardware
4851,sci.crypt
4852,sci.med
4853,comp.graphics
4854,comp.windows.x
4855,comp.os.ms-windows.misc
4856,comp.sys.ibm.pc.hardware
4857,comp.sys.mac.hardware
4858,talk.religion.misc
4859,sci.med
4860,sci.med
4861,soc.religion.christian
4862,talk.politics.mideast
4863,sci.electronics
4864,rec.autos
4865,comp.os.ms-windows.misc
4866,comp.windows.x
4867,comp.sys.mac.hardware
4868,talk.religion.misc
4869,sci.space
4870,comp.os.ms-windows.misc
4871,comp.os.ms-windows.misc
4872,misc.forsale
4873,comp.sys.ibm.pc.hardware
4874,rec.sport.hockey
4875,rec.sport.hockey
4876,rec.sport.baseball
4877,rec.sport.hockey
4878,comp.windows.x
4879,sci.crypt
4880,misc.forsale
4881,sci.space
4882,comp.graphics
4883,rec.motorcycles
4884,sci.med
4885,misc.forsale
4886,rec.sport.hockey
4887,rec.motorcycles
4888,alt.atheism
4889,rec.sport.hockey
4890,rec.sport.hockey
4891,rec.sport.hockey
4892,comp.graphics
4893,sci.med
4894,talk.politics.guns
4895,alt.atheism
4896,sci.crypt
4897,comp.os.ms-windows.misc
4898,sci.med
4899,misc.forsale
4900,sci.space
4901,rec.sport.baseball
4902,misc.forsale
4903,comp.sys.mac.hardware
4904,sci.med
4905,sci.electronics
4906,misc.forsale
4907,sci.med
4908,comp.os.ms-windows.misc
4909,comp.sys.ibm.pc.hardware
4910,misc.forsale
4911,sci.crypt
4912,rec.sport.baseball
4913,comp.windows.x
4914,talk.politics.misc
4915,rec.sport.hockey
4916,rec.autos
4917,rec.motorcycles
4918,comp.windows.x
4919,soc.religion.christian
4920,sci.med
4921,talk.politics.guns
4922,rec.autos
4923,talk.politics.mideast
4924,comp.graphics
4925,talk.politics.guns
4926,alt.atheism
4927,rec.sport.baseball
4928,rec.motorcycles
4929,comp.windows.x
4930,soc.religion.christian
4931,comp.sys.mac.hardware
4932,rec.sport.baseball
4933,sci.electronics
4934,sci.crypt
4935,talk.politics.guns
4936,comp.os.ms-windows.misc
4937,alt.atheism
4938,comp.windows.x
4939,soc.religion.christian
4940,sci.med
4941,rec.motorcycles
4942,sci.med
4943,sci.electronics
4944,talk.politics.mideast
4945,comp.sys.ibm.pc.hardware
4946,soc.religion.christian
4947,rec.autos
4948,talk.politics.mideast
4949,talk.politics.misc
4950,comp.windows.x
4951,talk.politics.mideast
4952,alt.atheism
4953,misc.forsale
4954,comp.os.ms-windows.misc
4955,comp.os.ms-windows.misc
4956,sci.med
4957,comp.windows.x
4958,talk.politics.misc
4959,comp.sys.ibm.pc.hardware
4960,alt.atheism
4961,rec.motorcycles
4962,misc.forsale
4963,soc.religion.christian
4964,rec.motorcycles
4965,talk.religion.misc
4966,sci.electronics
4967,sci.space
4968,sci.space
4969,alt.atheism
4970,sci.space
4971,sci.crypt
4972,rec.motorcycles
4973,comp.windows.x
4974,rec.sport.baseball
4975,talk.politics.mideast
4976,comp.os.ms-windows.misc
4977,rec.sport.baseball
4978,sci.crypt
4979,talk.politics.misc
4980,rec.motorcycles
4981,comp.graphics
4982,comp.sys.ibm.pc.hardware
4983,soc.religion.christian
4984,comp.sys.mac.hardware
4985,comp.os.ms-windows.misc
4986,comp.graphics
4987,talk.religion.misc
4988,comp.graphics
4989,comp.os.ms-windows.misc
4990,alt.atheism
4991,sci.electronics
4992,sci.electronics
4993,comp.windows.x
4994,rec.sport.baseball
4995,sci.med
4996,rec.sport.baseball
4997,talk.religion.misc
4998,comp.sys.mac.hardware
4999,comp.graphics
5000,rec.motorcycles
5001,sci.electronics
5002,sci.med
5003,comp.graphics
5004,talk.politics.guns
5005,sci.med
5006,sci.med
5007,comp.sys.mac.hardware
5008,misc.forsale
5009,sci.crypt
5010,rec.motorcycles
5011,soc.religion.christian
5012,sci.med
5013,talk.religion.misc
5014,alt.atheism
5015,comp.os.ms-windows.misc
5016,misc.forsale
5017,rec.motorcycles
5018,comp.windows.x
5019,rec.autos
5020,sci.crypt
5021,talk.politics.mideast
5022,misc.forsale
5023,comp.sys.ibm.pc.hardware
5024,sci.electronics
5025,comp.sys.mac.hardware
5026,sci.crypt
5027,talk.religion.misc
5028,talk.politics.mideast
5029,sci.electronics
5030,talk.politics.mideast
5031,rec.motorcycles
5032,rec.sport.baseball
5033,comp.graphics
5034,rec.motorcycles
5035,comp.graphics
5036,rec.sport.baseball
5037,rec.sport.hockey
5038,sci.med
5039,rec.motorcycles
5040,talk.politics.mideast
5041,sci.space
5042,comp.sys.ibm.pc.hardware
5043,rec.sport.hockey
5044,sci.crypt
5045,comp.os.ms-windows.misc
5046,talk.politics.misc
5047,comp.graphics
5048,talk.politics.mideast
5049,sci.electronics
5050,comp.windows.x
5051,rec.motorcycles
5052,comp.os.ms-windows.misc
5053,talk.politics.misc
5054,sci.electronics
5055,sci.med
5056,rec.sport.baseball
5057,rec.sport.baseball
5058,misc.forsale
5059,sci.space
5060,comp.sys.ibm.pc.hardware
5061,rec.autos
5062,talk.politics.guns
5063,soc.religion.christian
5064,rec.sport.baseball
5065,talk.politics.guns
5066,rec.sport.hockey
5067,sci.electronics
5068,rec.autos
5069,comp.sys.ibm.pc.hardware
5070,comp.windows.x
5071,sci.electronics
5072,comp.windows.x
5073,rec.sport.baseball
5074,misc.forsale
5075,misc.forsale
5076,sci.electronics
5077,comp.os.ms-windows.misc
5078,comp.windows.x
5079,talk.politics.guns
5080,talk.religion.misc
5081,comp.windows.x
5082,rec.autos
5083,comp.sys.mac.hardware
5084,comp.sys.ibm.pc.hardware
5085,rec.sport.baseball
5086,talk.religion.misc
5087,sci.crypt
5088,sci.med
5089,rec.sport.hockey
5090,comp.graphics
5091,sci.med
5092,rec.motorcycles
5093,misc.forsale
5094,sci.crypt
5095,rec.autos
5096,talk.politics.guns
5097,comp.os.ms-windows.misc
5098,sci.space
5099,rec.sport.baseball
5100,soc.religion.christian
5101,sci.electronics
5102,comp.sys.mac.hardware
5103,rec.motorcycles
5104,comp.os.ms-windows.misc
5105,rec.motorcycles
5106,comp.sys.ibm.pc.hardware
5107,rec.autos
5108,rec.autos
5109,sci.med
5110,talk.politics.guns
5111,misc.forsale
5112,rec.sport.baseball
5113,talk.politics.mideast
5114,talk.politics.mideast
5115,talk.politics.mideast
5116,sci.med
5117,talk.religion.misc
5118,comp.windows.x
5119,soc.religion.christian
5120,sci.electronics
5121,sci.crypt
5122,rec.motorcycles
5123,sci.crypt
5124,comp.graphics
5125,talk.politics.mideast
5126,rec.motorcycles
5127,misc.forsale
5128,talk.politics.mideast
5129,sci.space
5130,comp.sys.mac.hardware
5131,comp.windows.x
5132,alt.atheism
5133,rec.motorcycles
5134,alt.atheism
5135,rec.autos
5136,comp.windows.x
5137,soc.religion.christian
5138,comp.sys.mac.hardware
5139,talk.politics.misc
5140,sci.crypt
5141,talk.politics.mideast
5142,comp.os.ms-windows.misc
5143,rec.sport.baseball
5144,sci.med
5145,rec.motorcycles
5146,rec.sport.hockey
5147,sci.med
5148,sci.space
5149,misc.forsale
5150,comp.sys.ibm.pc.hardware
5151,comp.os.ms-windows.misc
5152,sci.space
5153,talk.politics.misc
5154,talk.politics.mideast
5155,comp.windows.x
5156,talk.religion.misc
5157,sci.med
5158,comp.sys.mac.hardware
5159,misc.forsale
5160,rec.autos
5161,comp.graphics
5162,comp.graphics
5163,alt.atheism
5164,comp.os.ms-windows.misc
5165,sci.med
5166,rec.sport.baseball
5167,rec.motorcycles
5168,rec.sport.hockey
5169,rec.sport.baseball
5170,comp.windows.x
5171,comp.graphics
5172,sci.electronics
5173,comp.os.ms-windows.misc
5174,rec.sport.baseball
5175,talk.politics.guns
5176,sci.crypt
5177,misc.forsale
5178,talk.politics.mideast
5179,rec.autos
5180,misc.forsale
5181,talk.religion.misc
5182,sci.electronics
5183,comp.sys.ibm.pc.hardware
5184,rec.autos
5185,comp.sys.ibm.pc.hardware
5186,sci.space
5187,sci.med
5188,talk.politics.mideast
5189,comp.os.ms-windows.misc
5190,comp.windows.x
5191,talk.politics.misc
5192,comp.sys.ibm.pc.hardware
5193,comp.windows.x
5194,talk.politics.guns
5195,talk.politics.guns
5196,sci.space
5197,talk.politics.mideast
5198,comp.graphics
5199,sci.space
5200,sci.crypt
5201,rec.sport.baseball
5202,comp.os.ms-windows.misc
5203,misc.forsale
5204,comp.windows.x
5205,rec.sport.baseball
5206,rec.autos
5207,misc.forsale
5208,comp.sys.mac.hardware
5209,comp.os.ms-windows.misc
5210,sci.crypt
5211,talk.politics.mideast
5212,talk.religion.misc
5213,talk.religion.misc
5214,sci.space
5215,comp.graphics
5216,sci.med
5217,comp.windows.x
5218,talk.politics.guns
5219,misc.forsale
5220,sci.crypt
5221,comp.sys.mac.hardware
5222,comp.sys.ibm.pc.hardware
5223,sci.electronics
5224,rec.sport.baseball
5225,talk.politics.misc
5226,misc.forsale
5227,rec.sport.hockey
5228,alt.atheism
5229,comp.windows.x
5230,sci.electronics
5231,talk.politics.guns
5232,comp.sys.mac.hardware
5233,comp.graphics
5234,comp.sys.ibm.pc.hardware
5235,comp.sys.mac.hardware
5236,comp.graphics
5237,comp.windows.x
5238,rec.autos
5239,rec.autos
5240,misc.forsale
5241,rec.sport.baseball
5242,rec.motorcycles
5243,alt.atheism
5244,misc.forsale
5245,talk.politics.misc
5246,comp.os.ms-windows.misc
5247,sci.space
5248,rec.motorcycles
5249,rec.sport.baseball
5250,talk.politics.guns
5251,comp.graphics
5252,talk.politics.mideast
5253,comp.sys.ibm.pc.hardware
5254,rec.motorcycles
5255,comp.sys.mac.hardware
5256,comp.os.ms-windows.misc
5257,rec.sport.baseball
5258,talk.politics.guns
5259,comp.os.ms-windows.misc
5260,comp.graphics
5261,misc.forsale
5262,soc.religion.christian
5263,comp.sys.ibm.pc.hardware
5264,rec.sport.baseball
5265,misc.forsale
5266,rec.motorcycles
5267,comp.sys.mac.hardware
5268,talk.politics.misc
5269,sci.space
5270,rec.autos
5271,rec.sport.baseball
5272,sci.crypt
5273,rec.sport.baseball
5274,sci.med
5275,comp.graphics
5276,sci.space
5277,talk.politics.misc
5278,comp.graphics
5279,rec.motorcycles
5280,comp.windows.x
5281,comp.windows.x
5282,comp.sys.ibm.pc.hardware
5283,comp.graphics
5284,rec.sport.baseball
5285,comp.sys.mac.hardware
5286,rec.autos
5287,comp.graphics
5288,rec.sport.hockey
5289,talk.politics.mideast
5290,comp.sys.mac.hardware
5291,comp.sys.ibm.pc.hardware
5292,talk.politics.misc
5293,rec.motorcycles
5294,talk.politics.mideast
5295,alt.atheism
5296,sci.crypt
5297,rec.motorcycles
5298,talk.politics.misc
5299,rec.sport.baseball
5300,misc.forsale
5301,rec.autos
5302,sci.electronics
5303,rec.sport.hockey
5304,rec.sport.baseball
5305,comp.graphics
5306,sci.electronics
5307,rec.sport.hockey
5308,talk.religion.misc
5309,comp.graphics
5310,rec.sport.baseball
5311,talk.politics.misc
5312,sci.space
5313,soc.religion.christian
5314,sci.med
5315,sci.crypt
5316,talk.politics.misc
5317,comp.os.ms-windows.misc
5318,sci.electronics
5319,soc.religion.christian
5320,comp.os.ms-windows.misc
5321,misc.forsale
5322,rec.sport.baseball
5323,comp.sys.mac.hardware
5324,sci.space
5325,comp.windows.x
5326,talk.politics.guns
5327,talk.politics.guns
5328,rec.motorcycles
5329,rec.sport.hockey
5330,talk.politics.guns
5331,sci.crypt
5332,rec.autos
5333,rec.motorcycles
5334,comp.os.ms-windows.misc
5335,comp.windows.x
5336,rec.sport.baseball
5337,rec.sport.baseball
5338,soc.religion.christian
5339,comp.graphics
5340,sci.space
5341,comp.windows.x
5342,misc.forsale
5343,rec.autos
5344,rec.sport.hockey
5345,sci.electronics
5346,sci.space
5347,talk.politics.misc
5348,talk.politics.misc
5349,rec.motorcycles
5350,rec.sport.hockey
5351,comp.sys.ibm.pc.hardware
5352,misc.forsale
5353,misc.forsale
5354,talk.politics.mideast
5355,talk.politics.guns
5356,talk.politics.misc
5357,alt.atheism
5358,talk.politics.guns
5359,alt.atheism
5360,rec.autos
5361,comp.os.ms-windows.misc
5362,talk.politics.misc
5363,rec.motorcycles
5364,comp.sys.ibm.pc.hardware
5365,talk.politics.misc
5366,talk.politics.mideast
5367,rec.motorcycles
5368,talk.politics.mideast
5369,talk.religion.misc
5370,talk.politics.misc
5371,sci.space
5372,rec.autos
5373,talk.politics.guns
5374,comp.graphics
5375,rec.sport.baseball
5376,comp.os.ms-windows.misc
5377,comp.sys.mac.hardware
5378,misc.forsale
5379,talk.religion.misc
5380,talk.politics.guns
5381,comp.graphics
5382,talk.politics.misc
5383,sci.med
5384,comp.graphics
5385,comp.sys.ibm.pc.hardware
5386,sci.space
5387,rec.autos
5388,comp.sys.mac.hardware
5389,sci.med
5390,sci.electronics
5391,comp.sys.ibm.pc.hardware
5392,comp.sys.ibm.pc.hardware
5393,comp.graphics
5394,comp.sys.mac.hardware
5395,rec.motorcycles
5396,soc.religion.christian
5397,sci.med
5398,comp.sys.ibm.pc.hardware
5399,sci.electronics
5400,talk.religion.misc
5401,sci.electronics
5402,sci.space
5403,sci.electronics
5404,talk.politics.mideast
5405,talk.politics.mideast
5406,alt.atheism
5407,comp.os.ms-windows.misc
5408,comp.graphics
5409,sci.crypt
5410,talk.religion.misc
5411,talk.politics.guns
5412,talk.politics.mideast
5413,comp.sys.mac.hardware
5414,sci.space
5415,sci.crypt
5416,misc.forsale
5417,comp.sys.ibm.pc.hardware
5418,rec.motorcycles
5419,sci.electronics
5420,alt.atheism
5421,sci.crypt
5422,sci.electronics
5423,sci.med
5424,rec.motorcycles
5425,comp.graphics
5426,misc.forsale
5427,misc.forsale
5428,sci.electronics
5429,comp.sys.mac.hardware
5430,talk.religion.misc
5431,rec.sport.hockey
5432,rec.motorcycles
5433,comp.sys.ibm.pc.hardware
5434,misc.forsale
5435,talk.politics.misc
5436,rec.sport.hockey
5437,rec.sport.hockey
5438,misc.forsale
5439,comp.sys.ibm.pc.hardware
5440,sci.med
5441,sci.space
5442,talk.religion.misc
5443,talk.religion.misc
5444,rec.autos
5445,rec.motorcycles
5446,comp.os.ms-windows.misc
5447,soc.religion.christian
5448,soc.religion.christian
5449,talk.politics.guns
5450,soc.religion.christian
5451,rec.sport.hockey
5452,talk.politics.mideast
5453,talk.politics.mideast
5454,rec.autos
5455,rec.motorcycles
5456,comp.windows.x
5457,talk.politics.mideast
5458,talk.politics.guns
5459,sci.electronics
5460,sci.space
5461,sci.med
5462,rec.autos
5463,sci.crypt
5464,sci.med
5465,sci.electronics
5466,rec.autos
5467,talk.politics.misc
5468,talk.politics.mideast
5469,sci.space
5470,talk.politics.misc
5471,comp.windows.x
5472,talk.politics.mideast
5473,comp.windows.x
5474,talk.politics.guns
5475,sci.crypt
5476,comp.windows.x
5477,comp.sys.mac.hardware
5478,comp.sys.ibm.pc.hardware
5479,sci.med
5480,comp.sys.mac.hardware
5481,talk.politics.guns
5482,talk.politics.mideast
5483,sci.med
5484,alt.atheism
5485,rec.sport.baseball
5486,comp.sys.mac.hardware
5487,talk.religion.misc
5488,rec.sport.baseball
5489,talk.politics.guns
5490,comp.sys.ibm.pc.hardware
5491,sci.crypt
5492,rec.sport.hockey
5493,talk.politics.guns
5494,comp.sys.mac.hardware
5495,alt.atheism
5496,comp.sys.ibm.pc.hardware
5497,comp.sys.mac.hardware
5498,comp.sys.ibm.pc.hardware
5499,misc.forsale
5500,rec.sport.hockey
5501,comp.sys.ibm.pc.hardware
5502,soc.religion.christian
5503,comp.sys.mac.hardware
5504,comp.sys.ibm.pc.hardware
5505,comp.sys.mac.hardware
5506,rec.motorcycles
5507,talk.politics.misc
5508,talk.politics.guns
5509,rec.sport.hockey
5510,talk.politics.mideast
5511,talk.politics.mideast
5512,soc.religion.christian
5513,soc.religion.christian
5514,misc.forsale
5515,sci.electronics
5516,sci.electronics
5517,sci.space
5518,rec.sport.baseball
5519,rec.motorcycles
5520,comp.graphics
5521,talk.politics.guns
5522,sci.electronics
5523,comp.sys.mac.hardware
5524,rec.sport.hockey
5525,comp.sys.ibm.pc.hardware
5526,sci.electronics
5527,talk.politics.guns
5528,comp.windows.x
5529,rec.autos
5530,comp.sys.ibm.pc.hardware
5531,comp.windows.x
5532,rec.sport.hockey
5533,comp.sys.ibm.pc.hardware
5534,comp.sys.ibm.pc.hardware
5535,rec.sport.hockey
5536,talk.politics.mideast
5537,soc.religion.christian
5538,misc.forsale
5539,talk.politics.mideast
5540,talk.politics.guns
5541,soc.religion.christian
5542,comp.sys.mac.hardware
5543,soc.religion.christian
5544,sci.electronics
5545,rec.sport.hockey
5546,sci.crypt
5547,comp.os.ms-windows.misc
5548,sci.space
5549,comp.sys.ibm.pc.hardware
5550,comp.sys.ibm.pc.hardware
5551,talk.politics.misc
5552,misc.forsale
5553,sci.crypt
5554,talk.politics.guns
5555,comp.sys.mac.hardware
5556,comp.graphics
5557,talk.politics.misc
5558,comp.os.ms-windows.misc
5559,sci.space
5560,comp.sys.ibm.pc.hardware
5561,comp.windows.x
5562,rec.motorcycles
5563,rec.sport.hockey
5564,comp.sys.mac.hardware
5565,misc.forsale
5566,talk.politics.misc
5567,comp.os.ms-windows.misc
5568,talk.politics.misc
5569,comp.sys.mac.hardware
5570,comp.windows.x
5571,comp.os.ms-windows.misc
5572,sci.electronics
5573,sci.med
5574,sci.crypt
5575,rec.sport.hockey
5576,talk.politics.misc
5577,sci.crypt
5578,sci.med
5579,talk.politics.guns
5580,comp.os.ms-windows.misc
5581,soc.religion.christian
5582,comp.sys.mac.hardware
5583,soc.religion.christian
5584,soc.religion.christian
5585,sci.med
5586,talk.religion.misc
5587,rec.autos
5588,comp.os.ms-windows.misc
5589,sci.med
5590,sci.electronics
5591,misc.forsale
5592,talk.politics.misc
5593,alt.atheism
5594,comp.sys.ibm.pc.hardware
5595,talk.politics.mideast
5596,sci.electronics
5597,talk.politics.misc
5598,rec.sport.hockey
5599,talk.politics.mideast
5600,soc.religion.christian
5601,comp.windows.x
5602,comp.sys.ibm.pc.hardware
5603,sci.crypt
5604,rec.autos
5605,comp.windows.x
5606,sci.space
5607,rec.autos
5608,sci.space
5609,talk.politics.mideast
5610,rec.motorcycles
5611,comp.graphics
5612,alt.atheism
5613,talk.politics.mideast
5614,talk.politics.mideast
5615,comp.windows.x
5616,sci.med
5617,misc.forsale
5618,comp.sys.ibm.pc.hardware
5619,rec.sport.hockey
5620,talk.politics.misc
5621,sci.crypt
5622,comp.os.ms-windows.misc
5623,misc.forsale
5624,alt.atheism
5625,sci.crypt
5626,rec.autos
5627,alt.atheism
5628,misc.forsale
5629,misc.forsale
5630,comp.graphics
5631,comp.windows.x
5632,misc.forsale
5633,comp.graphics
5634,rec.sport.baseball
5635,sci.electronics
5636,comp.sys.ibm.pc.hardware
5637,sci.crypt
5638,sci.electronics
5639,soc.religion.christian
5640,sci.space
